id,sentence
505,"
    Dear Customer,

    Invoice Number: INV-2023-846
    Invoice Date: 2023-2-5
    Due Date: 2023-12-14

    Billing Information:
    Recipient Name: Sara Green
    Recipient Address: 272 Charles Camp Suite 923, Marquezville, Indiana 11288

    Product Details:
    - Description: resource Monitor T5
      Quantity: 1
      Unit Price: $766.08
    - Description: raise Scanner M3
      Quantity: 4
      Unit Price: $77.23

    Balance Due: $995217242.0462033

    Thank you for your business!
    "
506,"
    Dear Customer,

    Invoice Number: INV-2023-998
    Invoice Date: 2023-3-22
    Due Date: 2023-3-16

    Billing Information:
    Recipient Name: Christine Lyons
    Recipient Address: 470 William Shoal Suite 573, North Cassandrahaven, Illinois 81625

    Product Details:
    - Description: that Smartphone X1
      Quantity: 5
      Unit Price: $76.91
    - Description: test Webcam P2
      Quantity: 2
      Unit Price: $131.92

    Balance Due: $915238833.4201045

    Thank you for your business!
    "
507,"
    Dear Customer,

    Invoice Number: INV-2023-364
    Invoice Date: 2023-10-19
    Due Date: 2023-4-10

    Billing Information:
    Recipient Name: Sara Anderson
    Recipient Address: 318 Sullivan Run Suite 838, Patriciatown, Missouri 77711

    Product Details:
    - Description: picture Keyboard K4
      Quantity: 3
      Unit Price: $784.04
    - Description: class Scanner M3
      Quantity: 2
      Unit Price: $24.69

    Balance Due: $433048601.397844

    Thank you for your business!
    "
508,"
    Dear Customer,

    Invoice Number: INV-2023-290
    Invoice Date: 2023-10-7
    Due Date: 2023-4-23

    Billing Information:
    Recipient Name: William Simmons
    Recipient Address: 52560 Hamilton Alley Suite 490, Jennifermouth, Iowa 64412

    Product Details:
    - Description: usually Keyboard K4
      Quantity: 4
      Unit Price: $300.85
    - Description: development Printer W1
      Quantity: 3
      Unit Price: $41.37

    Balance Due: $128905673.3615378

    Thank you for your business!
    "
509,"
    Dear Customer,

    Invoice Number: INV-2023-665
    Invoice Date: 2023-8-25
    Due Date: 2023-8-23

    Billing Information:
    Recipient Name: Kelly Alvarez
    Recipient Address: 1981 Tran Way Suite 035, Dennischester, Florida 17000

    Product Details:
    - Description: art Tablet S3
      Quantity: 5
      Unit Price: $857.58
    - Description: want Printer W1
      Quantity: 2
      Unit Price: $31.74

    Balance Due: $370660081.1064066

    Thank you for your business!
    "
510,"
    Dear Customer,

    Invoice Number: INV-2023-246
    Invoice Date: 2023-5-15
    Due Date: 2023-7-23

    Billing Information:
    Recipient Name: Alejandro Hull
    Recipient Address: 119 Belinda Knolls, North Williamfort, California 23737

    Product Details:
    - Description: marriage Laptop T5
      Quantity: 2
      Unit Price: $79.37
    - Description: claim Webcam P2
      Quantity: 4
      Unit Price: $181.85

    Balance Due: $289163194.6622262

    Thank you for your business!
    "
511,"
    Dear Customer,

    Invoice Number: INV-2023-920
    Invoice Date: 2023-1-12
    Due Date: 2023-12-20

    Billing Information:
    Recipient Name: Amber Jordan
    Recipient Address: 0297 William Burgs Suite 886, Lake Michaelside, Idaho 50380

    Product Details:
    - Description: dog Smartphone S3
      Quantity: 3
      Unit Price: $302.51
    - Description: face Mouse H6
      Quantity: 2
      Unit Price: $73.94

    Balance Due: $610572098.1281337

    Thank you for your business!
    "
512,"
    Dear Customer,

    Invoice Number: INV-2023-818
    Invoice Date: 2023-12-4
    Due Date: 2023-10-15

    Billing Information:
    Recipient Name: Amanda Davis
    Recipient Address: 17425 Gray Gateway, New Markfurt, Massachusetts 26989

    Product Details:
    - Description: life Tablet K4
      Quantity: 3
      Unit Price: $204.36
    - Description: interest Mouse M3
      Quantity: 5
      Unit Price: $77.57

    Balance Due: $820052871.9846369

    Thank you for your business!
    "
513,"
    Dear Customer,

    Invoice Number: INV-2023-813
    Invoice Date: 2023-12-2
    Due Date: 2023-6-1

    Billing Information:
    Recipient Name: Susan Ramirez
    Recipient Address: 412 Parker Spring Suite 055, Maddenborough, California 83805

    Product Details:
    - Description: hotel Tablet S3
      Quantity: 3
      Unit Price: $102.90
    - Description: third Scanner H6
      Quantity: 1
      Unit Price: $85.30

    Balance Due: $529358726.4806495

    Thank you for your business!
    "
514,"
    Dear Customer,

    Invoice Number: INV-2023-534
    Invoice Date: 2023-7-17
    Due Date: 2023-7-24

    Billing Information:
    Recipient Name: Jacob Huff
    Recipient Address: 7779 Thomas Groves Suite 927, Wallview, Mississippi 53126

    Product Details:
    - Description: century Laptop S3
      Quantity: 3
      Unit Price: $290.33
    - Description: among Printer S4
      Quantity: 2
      Unit Price: $32.52

    Balance Due: $718527091.8958333

    Thank you for your business!
    "
515,"
    Dear Customer,

    Invoice Number: INV-2023-973
    Invoice Date: 2023-11-13
    Due Date: 2023-3-7

    Billing Information:
    Recipient Name: Crystal Maddox
    Recipient Address: 8963 Trevino Dale, North Latoya, New York 49326

    Product Details:
    - Description: economic Monitor K4
      Quantity: 3
      Unit Price: $352.64
    - Description: mind Mouse M3
      Quantity: 1
      Unit Price: $59.69

    Balance Due: $283086629.12126285

    Thank you for your business!
    "
516,"
    Dear Customer,

    Invoice Number: INV-2023-145
    Invoice Date: 2023-9-4
    Due Date: 2023-5-25

    Billing Information:
    Recipient Name: Dawn Moreno
    Recipient Address: 5965 Andrea Skyway, Crawfordborough, Nebraska 08694

    Product Details:
    - Description: bed Monitor M2
      Quantity: 3
      Unit Price: $727.96
    - Description: college Scanner P2
      Quantity: 5
      Unit Price: $67.77

    Balance Due: $230537044.02292088

    Thank you for your business!
    "
517,"
    Dear Customer,

    Invoice Number: INV-2023-166
    Invoice Date: 2023-4-28
    Due Date: 2023-9-22

    Billing Information:
    Recipient Name: David Ward
    Recipient Address: 58119 Jesse Roads Apt. 248, South Brian, Arkansas 12037

    Product Details:
    - Description: interesting Laptop K4
      Quantity: 4
      Unit Price: $781.16
    - Description: range Webcam S4
      Quantity: 1
      Unit Price: $162.20

    Balance Due: $148147866.17982462

    Thank you for your business!
    "
518,"
    Dear Customer,

    Invoice Number: INV-2023-381
    Invoice Date: 2023-2-10
    Due Date: 2023-8-28

    Billing Information:
    Recipient Name: Shannon Ayers
    Recipient Address: 247 Morris Lodge, Lake Jodiville, Florida 82905

    Product Details:
    - Description: along Tablet T5
      Quantity: 4
      Unit Price: $814.81
    - Description: what Headphones S4
      Quantity: 5
      Unit Price: $44.15

    Balance Due: $31529966.777567867

    Thank you for your business!
    "
519,"
    Dear Customer,

    Invoice Number: INV-2023-728
    Invoice Date: 2023-7-16
    Due Date: 2023-7-9

    Billing Information:
    Recipient Name: Kimberly Simpson
    Recipient Address: 82250 Kayla Locks, Port Amymouth, South Dakota 26821

    Product Details:
    - Description: send Tablet K4
      Quantity: 1
      Unit Price: $702.46
    - Description: assume Scanner W1
      Quantity: 2
      Unit Price: $27.55

    Balance Due: $577558623.3786551

    Thank you for your business!
    "
520,"
    Dear Customer,

    Invoice Number: INV-2023-439
    Invoice Date: 2023-2-10
    Due Date: 2023-12-10

    Billing Information:
    Recipient Name: Crystal Lopez
    Recipient Address: 2876 Connie Fort, South Lisa, Minnesota 54800

    Product Details:
    - Description: money Smartphone S3
      Quantity: 2
      Unit Price: $797.49
    - Description: short Scanner S4
      Quantity: 1
      Unit Price: $150.31

    Balance Due: $10763876.280904943

    Thank you for your business!
    "
521,"
    Dear Customer,

    Invoice Number: INV-2023-570
    Invoice Date: 2023-5-6
    Due Date: 2023-8-16

    Billing Information:
    Recipient Name: Natalie Green
    Recipient Address: 096 Heather Ports, New Gerald, New York 54509

    Product Details:
    - Description: much Smartphone M2
      Quantity: 1
      Unit Price: $97.93
    - Description: decide Printer W1
      Quantity: 2
      Unit Price: $46.19

    Balance Due: $440497157.9747002

    Thank you for your business!
    "
522,"
    Dear Customer,

    Invoice Number: INV-2023-708
    Invoice Date: 2023-4-11
    Due Date: 2023-12-11

    Billing Information:
    Recipient Name: Tanya Gonzales
    Recipient Address: 7290 Amy Estates Apt. 615, Carlyshire, Illinois 75058

    Product Details:
    - Description: actually Tablet S3
      Quantity: 4
      Unit Price: $178.07
    - Description: at Printer P2
      Quantity: 5
      Unit Price: $51.65

    Balance Due: $127813994.19468112

    Thank you for your business!
    "
523,"
    Dear Customer,

    Invoice Number: INV-2023-198
    Invoice Date: 2023-7-4
    Due Date: 2023-2-18

    Billing Information:
    Recipient Name: Alexander Aguilar
    Recipient Address: 69401 Brian Prairie Suite 449, Jenkinsland, Maryland 83279

    Product Details:
    - Description: mission Monitor X1
      Quantity: 2
      Unit Price: $344.28
    - Description: operation Webcam S4
      Quantity: 5
      Unit Price: $195.25

    Balance Due: $292436633.02020156

    Thank you for your business!
    "
524,"
    Dear Customer,

    Invoice Number: INV-2023-785
    Invoice Date: 2023-3-27
    Due Date: 2023-2-16

    Billing Information:
    Recipient Name: Stephanie Berger
    Recipient Address: 28822 Webster Vista, North Samanthamouth, Missouri 03026

    Product Details:
    - Description: region Laptop M2
      Quantity: 2
      Unit Price: $123.83
    - Description: decision Headphones H6
      Quantity: 5
      Unit Price: $173.08

    Balance Due: $959648050.9776714

    Thank you for your business!
    "
525,"
    Dear Customer,

    Invoice Number: INV-2023-155
    Invoice Date: 2023-10-14
    Due Date: 2023-10-23

    Billing Information:
    Recipient Name: James Berg
    Recipient Address: 2394 Ryan Plaza Suite 663, West Jaimetown, South Carolina 30313

    Product Details:
    - Description: red Keyboard S3
      Quantity: 5
      Unit Price: $508.25
    - Description: soldier Scanner S4
      Quantity: 3
      Unit Price: $181.83

    Balance Due: $750687948.013656

    Thank you for your business!
    "
526,"
    Dear Customer,

    Invoice Number: INV-2023-406
    Invoice Date: 2023-1-4
    Due Date: 2023-12-26

    Billing Information:
    Recipient Name: Paul Johnson
    Recipient Address: 4833 Nicole Ville Apt. 517, Michaelport, Alaska 97672

    Product Details:
    - Description: buy Smartphone M2
      Quantity: 3
      Unit Price: $490.15
    - Description: situation Scanner S4
      Quantity: 2
      Unit Price: $190.85

    Balance Due: $322999002.7255671

    Thank you for your business!
    "
527,"
    Dear Customer,

    Invoice Number: INV-2023-226
    Invoice Date: 2023-11-3
    Due Date: 2023-12-21

    Billing Information:
    Recipient Name: Ashley Buck
    Recipient Address: 5198 Suzanne Creek, Chrisside, Nevada 66139

    Product Details:
    - Description: wife Monitor K4
      Quantity: 2
      Unit Price: $711.25
    - Description: foreign Scanner P2
      Quantity: 2
      Unit Price: $102.63

    Balance Due: $336820493.43552494

    Thank you for your business!
    "
528,"
    Dear Customer,

    Invoice Number: INV-2023-175
    Invoice Date: 2023-10-11
    Due Date: 2023-4-4

    Billing Information:
    Recipient Name: Lisa Williams
    Recipient Address: 1197 Daniel Extension Apt. 056, Port Daniel, Ohio 07009

    Product Details:
    - Description: beat Monitor X1
      Quantity: 2
      Unit Price: $990.17
    - Description: interest Mouse M3
      Quantity: 4
      Unit Price: $154.72

    Balance Due: $177772710.9856457

    Thank you for your business!
    "
529,"
    Dear Customer,

    Invoice Number: INV-2023-203
    Invoice Date: 2023-8-26
    Due Date: 2023-5-8

    Billing Information:
    Recipient Name: Steven Smith
    Recipient Address: 059 Simpson Walk Apt. 841, Carolhaven, North Carolina 57315

    Product Details:
    - Description: option Laptop X1
      Quantity: 3
      Unit Price: $910.93
    - Description: need Scanner W1
      Quantity: 3
      Unit Price: $123.65

    Balance Due: $165360639.62186787

    Thank you for your business!
    "
530,"
    Dear Customer,

    Invoice Number: INV-2023-606
    Invoice Date: 2023-4-7
    Due Date: 2023-12-3

    Billing Information:
    Recipient Name: Lydia Koch
    Recipient Address: 3935 Green Forges, New Samantha, South Carolina 14841

    Product Details:
    - Description: finally Tablet S3
      Quantity: 2
      Unit Price: $283.82
    - Description: government Printer S4
      Quantity: 4
      Unit Price: $43.68

    Balance Due: $647527688.0282987

    Thank you for your business!
    "
531,"
    Dear Customer,

    Invoice Number: INV-2023-846
    Invoice Date: 2023-7-22
    Due Date: 2023-2-3

    Billing Information:
    Recipient Name: Edward Oliver
    Recipient Address: 65658 Phillips Road Suite 963, New Taylorfort, Washington 76774

    Product Details:
    - Description: upon Tablet T5
      Quantity: 2
      Unit Price: $820.89
    - Description: thought Mouse W1
      Quantity: 2
      Unit Price: $58.59

    Balance Due: $550286068.7006575

    Thank you for your business!
    "
532,"
    Dear Customer,

    Invoice Number: INV-2023-763
    Invoice Date: 2023-12-22
    Due Date: 2023-5-20

    Billing Information:
    Recipient Name: Rebecca Davis
    Recipient Address: 667 Michael Mission, North Michaelton, Arkansas 94957

    Product Details:
    - Description: fear Monitor M2
      Quantity: 4
      Unit Price: $459.90
    - Description: worry Mouse S4
      Quantity: 2
      Unit Price: $104.55

    Balance Due: $417810834.9673599

    Thank you for your business!
    "
